"","SurveyPurp","Protocol","Gear","TotalEffor","EffortMetr","WaterID","WaterName","SampleDate","Location","Elevation","UTMZone","UTMX","UTMY","Basin","StationLen","AvgWidth","StationCod","SiteType","SurveyID","SpeciesCod","Status","NewStatus","sameStatus","Catch","Source","mySurveyID"
"18","Multi-purpose","FULL HABITAT","Seine","---",NA,"00:00.0","ADOBE CREEK","19-Oct-2009","NE corner of Ptolemy property (SER #29)",4260,"13S",644687,4250292,"Arkansas","420","23.38","AR2919","Random",44148,"BGL","S2","S2","S1","4","Non-USGS","644657_19-Oct-2009"
"19","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","APISHAPA RIVER","29-Mar-2006","BLW Cross Canyon E",5230,"13",566387,4164092,"Arkansas","1214","15.8","AR0446","---",1574,"FHC","E1","E1","E1","446","Non-USGS","566430_29-Mar-2006"
"20","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","APISHAPA RIVER","29-Mar-2006","BLW Cross Canyon E",5230,"13",566387,4164092,"Arkansas","1214","15.8","AR0446","---",1574,"FMW","E1","E1","E1","37","Non-USGS","566430_29-Mar-2006"
"21","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","APISHAPA RIVER","29-Mar-2006","BLW Cross Canyon E",5230,"13",566387,4164092,"Arkansas","1214","15.8","AR0446","---",1574,"STR","E1","E1","E1","28","Non-USGS","566430_29-Mar-2006"
"22","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","APISHAPA RIVER","29-Mar-2006","BLW Cross Canyon E",5230,"13",566387,4164092,"Arkansas","1214","15.8","AR0446","---",1574,"WHS","E1","E1","E1","12","Non-USGS","566430_29-Mar-2006"
"23","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","APISHAPA RIVER","29-Mar-2006","BLW Cross Canyon E",5230,"13",566387,4164092,"Arkansas","1214","15.8","AR0446","---",1574,"LND","E1","E1","E1","2","Non-USGS","566430_29-Mar-2006"
"24","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","APISHAPA RIVER","30-Mar-2006","800 M ABV CO RD HH5",4322,"13",588787,4215792,"Arkansas","285","24","AR2042","---",2202,"RDS","E1","E1","E1","1036","Non-USGS","588831_30-Mar-2006"
"25","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","APISHAPA RIVER","30-Mar-2006","800 M ABV CO RD HH5",4322,"13",588787,4215792,"Arkansas","285","24","AR2042","---",2202,"FMW","E1","E1","E1","331","Non-USGS","588831_30-Mar-2006"
"26","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","APISHAPA RIVER","30-Mar-2006","800 M ABV CO RD HH5",4322,"13",588787,4215792,"Arkansas","285","24","AR2042","---",2202,"SAH","E1","E1","E1","118","Non-USGS","588831_30-Mar-2006"
"27","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","APISHAPA RIVER","30-Mar-2006","800 M ABV CO RD HH5",4322,"13",588787,4215792,"Arkansas","285","24","AR2042","---",2202,"WHS","E1","E1","E1","12","Non-USGS","588831_30-Mar-2006"
"28","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","APISHAPA RIVER","30-Mar-2006","800 M ABV CO RD HH5",4322,"13",588787,4215792,"Arkansas","285","24","AR2042","---",2202,"CPP","E1","E1","E1","3","Non-USGS","588831_30-Mar-2006"
"29","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","APISHAPA RIVER","30-Mar-2006","800 M ABV CO RD HH5",4322,"13",588787,4215792,"Arkansas","285","24","AR2042","---",2202,"SNF","E1","E1","E1","1","Non-USGS","588831_30-Mar-2006"
"30","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","APISHAPA RIVER","30-Mar-2006","800 M ABV CO RD HH5",4322,"13",588787,4215792,"Arkansas","285","24","AR2042","---",2202,"FHC","E1","E1","E1","1","Non-USGS","588831_30-Mar-2006"
"31","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","APISHAPA RIVER","30-Mar-2006","175 M BLW HWY 10",4529,"13",587487,4196392,"Arkansas","712","3.9","AR0294","---",4476,"PKF","E1","E1","E1","418","Non-USGS","587477_30-Mar-2006"
"32","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","APISHAPA RIVER","30-Mar-2006","175 M BLW HWY 10",4529,"13",587487,4196392,"Arkansas","712","3.9","AR0294","---",4476,"SAH","E1","E1","E1","324","Non-USGS","587477_30-Mar-2006"
"33","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","APISHAPA RIVER","30-Mar-2006","175 M BLW HWY 10",4529,"13",587487,4196392,"Arkansas","712","3.9","AR0294","---",4476,"FHC","E1","E1","E1","235","Non-USGS","587477_30-Mar-2006"
"34","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","APISHAPA RIVER","30-Mar-2006","175 M BLW HWY 10",4529,"13",587487,4196392,"Arkansas","712","3.9","AR0294","---",4476,"RDS","E1","E1","E1","214","Non-USGS","587477_30-Mar-2006"
"35","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","APISHAPA RIVER","30-Mar-2006","175 M BLW HWY 10",4529,"13",587487,4196392,"Arkansas","712","3.9","AR0294","---",4476,"FMW","E1","E1","E1","85","Non-USGS","587477_30-Mar-2006"
"36","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","APISHAPA RIVER","30-Mar-2006","175 M BLW HWY 10",4529,"13",587487,4196392,"Arkansas","712","3.9","AR0294","---",4476,"STR","E1","E1","E1","1","Non-USGS","587477_30-Mar-2006"
"37","Multi-purpose","FULL HABITAT","BPEF & SEINE","---",NA,"00:00.0","APISHAPA RIVER","22-Oct-2008","Apishapa SWA 1 (Inventory site)",5227,"13S",566587,4164292,"Arkansas","266","13.3","AR3037","---",44198,"FHC","E1","E1","E1","133","Non-USGS","566569_22-Oct-2008"
"38","Multi-purpose","FULL HABITAT","BPEF & SEINE","---",NA,"00:00.0","APISHAPA RIVER","22-Oct-2008","Apishapa SWA 1 (Inventory site)",5227,"13S",566587,4164292,"Arkansas","266","13.3","AR3037","---",44198,"STR","E1","E1","E1","118","Non-USGS","566569_22-Oct-2008"
"39","Multi-purpose","FULL HABITAT","BPEF & SEINE","---",NA,"00:00.0","APISHAPA RIVER","22-Oct-2008","Apishapa SWA 1 (Inventory site)",5227,"13S",566587,4164292,"Arkansas","266","13.3","AR3037","---",44198,"WHS","E1","E1","E1","23","Non-USGS","566569_22-Oct-2008"
"40","Multi-purpose","FULL HABITAT","BPEF & SEINE","---",NA,"00:00.0","APISHAPA RIVER","22-Oct-2008","Apishapa SWA 1 (Inventory site)",5227,"13S",566587,4164292,"Arkansas","266","13.3","AR3037","---",44198,"LND","E1","E1","E1","10","Non-USGS","566569_22-Oct-2008"
"41","Multi-purpose","FULL HABITAT","BPEF & SEINE","---",NA,"00:00.0","APISHAPA RIVER","22-Oct-2008","Apishapa SWA 1 (Inventory site)",5227,"13S",566587,4164292,"Arkansas","266","13.3","AR3037","---",44198,"STR","E2","E2","E2","3","Non-USGS","566569_22-Oct-2008"
"42","Multi-purpose","FULL HABITAT","BPEF & SEINE","---",NA,"00:00.0","APISHAPA RIVER","22-Oct-2008","Apishapa SWA 1 (Inventory site)",5227,"13S",566587,4164292,"Arkansas","266","13.3","AR3037","---",44198,"FHC","E2","E2","E2","3","Non-USGS","566569_22-Oct-2008"
"43","Multi-purpose","FULL HABITAT","BPEF & SEINE","---",NA,"00:00.0","APISHAPA RIVER","22-Oct-2008","Apishapa SWA 1 (Inventory site)",5227,"13S",566587,4164292,"Arkansas","266","13.3","AR3037","---",44198,"FHC","E3","E3","E3","13","Non-USGS","566569_22-Oct-2008"
"44","Multi-purpose","FULL HABITAT","BPEF & SEINE","---",NA,"00:00.0","APISHAPA RIVER","22-Oct-2008","Apishapa SWA 1 (Inventory site)",5227,"13S",566587,4164292,"Arkansas","266","13.3","AR3037","---",44198,"STR","E3","E3","E3","12","Non-USGS","566569_22-Oct-2008"
"45","Multi-purpose","FULL HABITAT","BPEF & SEINE","---",NA,"00:00.0","APISHAPA RIVER","22-Oct-2008","Apishapa SWA 1 (Inventory site)",5227,"13S",566587,4164292,"Arkansas","266","13.3","AR3037","---",44198,"WHS","E3","E3","E3","6","Non-USGS","566569_22-Oct-2008"
"46","Multi-purpose","FULL HABITAT","BPEF & SEINE","---",NA,"00:00.0","APISHAPA RIVER","22-Oct-2008","Apishapa SWA 1 (Inventory site)",5227,"13S",566587,4164292,"Arkansas","266","13.3","AR3037","---",44198,"LND","E3","E3","E3","2","Non-USGS","566569_22-Oct-2008"
"47","Multi-purpose","FULL HABITAT","EF & SEINE","---",NA,"00:00.0","APISHAPA RIVER","23-Oct-2008","2 KM BLW Jones Lake Canyon",5105,"13",567887,4168692,"Arkansas","315","11","AR2459","---",44237,"STR","E1","E1","E1","676","Non-USGS","567887_23-Oct-2008"
"48","Multi-purpose","FULL HABITAT","EF & SEINE","---",NA,"00:00.0","APISHAPA RIVER","23-Oct-2008","2 KM BLW Jones Lake Canyon",5105,"13",567887,4168692,"Arkansas","315","11","AR2459","---",44237,"FHC","E1","E1","E1","267","Non-USGS","567887_23-Oct-2008"
"49","Multi-purpose","FULL HABITAT","EF & SEINE","---",NA,"00:00.0","APISHAPA RIVER","23-Oct-2008","2 KM BLW Jones Lake Canyon",5105,"13",567887,4168692,"Arkansas","315","11","AR2459","---",44237,"FMW","E1","E1","E1","54","Non-USGS","567887_23-Oct-2008"
"50","Multi-purpose","FULL HABITAT","EF & SEINE","---",NA,"00:00.0","APISHAPA RIVER","23-Oct-2008","2 KM BLW Jones Lake Canyon",5105,"13",567887,4168692,"Arkansas","315","11","AR2459","---",44237,"WHS","E1","E1","E1","18","Non-USGS","567887_23-Oct-2008"
"51","Multi-purpose","FULL HABITAT","EF & SEINE","---",NA,"00:00.0","APISHAPA RIVER","23-Oct-2008","2 KM BLW Jones Lake Canyon",5105,"13",567887,4168692,"Arkansas","315","11","AR2459","---",44237,"LND","E1","E1","E1","3","Non-USGS","567887_23-Oct-2008"
"52","Multi-purpose","FULL HABITAT","EF & SEINE","---",NA,"00:00.0","APISHAPA RIVER","23-Oct-2008","2 KM BLW Jones Lake Canyon",5105,"13",567887,4168692,"Arkansas","315","11","AR2459","---",44237,"BBH","E1","E1","E1","3","Non-USGS","567887_23-Oct-2008"
"53","Multi-purpose","FULL HABITAT","EF & SEINE","---",NA,"00:00.0","APISHAPA RIVER","23-Oct-2008","2 KM BLW Jones Lake Canyon",5105,"13",567887,4168692,"Arkansas","315","11","AR2459","---",44237,"STR","E3","E3","E2","91","Non-USGS","567887_23-Oct-2008"
"54","Multi-purpose","FULL HABITAT","EF & SEINE","---",NA,"00:00.0","APISHAPA RIVER","23-Oct-2008","2 KM BLW Jones Lake Canyon",5105,"13",567887,4168692,"Arkansas","315","11","AR2459","---",44237,"FHC","E3","E3","E2","41","Non-USGS","567887_23-Oct-2008"
"55","Multi-purpose","FULL HABITAT","EF & SEINE","---",NA,"00:00.0","APISHAPA RIVER","23-Oct-2008","2 KM BLW Jones Lake Canyon",5105,"13",567887,4168692,"Arkansas","315","11","AR2459","---",44237,"FMW","E3","E3","E2","8","Non-USGS","567887_23-Oct-2008"
"56","Multi-purpose","FULL HABITAT","EF & SEINE","---",NA,"00:00.0","APISHAPA RIVER","23-Oct-2008","2 KM BLW Jones Lake Canyon",5105,"13",567887,4168692,"Arkansas","315","11","AR2459","---",44237,"WHS","E3","E3","E2","1","Non-USGS","567887_23-Oct-2008"
"57","Multi-purpose","FULL HABITAT","Seine","---",NA,"00:00.0","APISHAPA RIVER","23-Oct-2008","2 KM BLW Jones Lake Canyon",5105,"13",567887,4168692,"Arkansas","315","11","AR2459","---",44237,"FHC","S2","S2","S1","92","Non-USGS","567887_23-Oct-2008"
"58","Multi-purpose","FULL HABITAT","Seine","---",NA,"00:00.0","APISHAPA RIVER","23-Oct-2008","2 KM BLW Jones Lake Canyon",5105,"13",567887,4168692,"Arkansas","315","11","AR2459","---",44237,"STR","S2","S2","S1","13","Non-USGS","567887_23-Oct-2008"
"59","Multi-purpose","FULL HABITAT","Seine","---",NA,"00:00.0","APISHAPA RIVER","23-Oct-2008","2 KM BLW Jones Lake Canyon",5105,"13",567887,4168692,"Arkansas","315","11","AR2459","---",44237,"FMW","S2","S2","S1","7","Non-USGS","567887_23-Oct-2008"
"60","Multi-purpose","FULL HABITAT","Seine","---",NA,"00:00.0","APISHAPA RIVER","23-Oct-2008","2 KM BLW Jones Lake Canyon",5105,"13",567887,4168692,"Arkansas","315","11","AR2459","---",44237,"WHS","S2","S2","S1","3","Non-USGS","567887_23-Oct-2008"
"61","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","ARKANSAS R #1","2-Jun-2009","1.5 KM ABV Lamar Canal Diversion Dam",3628,"13",705287,4220492,"Arkansas","39.3700787","15.7152231","AR2480","---",23785,"ARD","E1","E1","E1","102","Non-USGS","705252_2-Jun-2009"
"62","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","ARKANSAS R #1","2-Jun-2009","1.5 KM ABV Lamar Canal Diversion Dam",3628,"13",705287,4220492,"Arkansas","39.3700787","15.7152231","AR2480","---",23785,"MSQ","E1","E1","E1","65","Non-USGS","705252_2-Jun-2009"
"63","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","ARKANSAS R #1","2-Jun-2009","1.5 KM ABV Lamar Canal Diversion Dam",3628,"13",705287,4220492,"Arkansas","39.3700787","15.7152231","AR2480","---",23785,"MNW","E1","E1","E1","7","Non-USGS","705252_2-Jun-2009"
"64","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","ARKANSAS R #1","2-Jun-2009","1.5 KM ABV Lamar Canal Diversion Dam",3628,"13",705287,4220492,"Arkansas","39.3700787","15.7152231","AR2480","---",23785,"STR","E1","E1","E1","5","Non-USGS","705252_2-Jun-2009"
"65","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","ARKANSAS R #1","2-Jun-2009","1.5 KM ABV Lamar Canal Diversion Dam",3628,"13",705287,4220492,"Arkansas","39.3700787","15.7152231","AR2480","---",23785,"PKF","E1","E1","E1","4","Non-USGS","705252_2-Jun-2009"
"66","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","ARKANSAS R #1","2-Jun-2009","1.5 KM ABV Lamar Canal Diversion Dam",3628,"13",705287,4220492,"Arkansas","39.3700787","15.7152231","AR2480","---",23785,"SAH","E1","E1","E1","3","Non-USGS","705252_2-Jun-2009"
"67","---","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","ARKANSAS R #1","2-Jun-2009","1.5 KM ABV Lamar Canal Diversion Dam",3628,"13",705287,4220492,"Arkansas","39.3700787","15.7152231","AR2480","---",23785,"FMW","E1","E1","E1","1","Non-USGS","705252_2-Jun-2009"
"68","Multi-purpose","FULL HABITAT","Seine","---",NA,"00:00.0","ARKANSAS R #1","10-Sep-2009","1.3 KM ABV HWY 50 (SE Random #58)",3436,"13",742187,4216592,"Arkansas","500","33.75","AR2538","Random",44158,"SAH","S1","S1","S1","104","Non-USGS","742071_10-Sep-2009"
"69","Multi-purpose","FULL HABITAT","Seine","---",NA,"00:00.0","ARKANSAS R #1","10-Sep-2009","1.3 KM ABV HWY 50 (SE Random #58)",3436,"13",742187,4216592,"Arkansas","500","33.75","AR2538","Random",44158,"PKF","S1","S1","S1","52","Non-USGS","742071_10-Sep-2009"
"70","Multi-purpose","FULL HABITAT","Seine","---",NA,"00:00.0","ARKANSAS R #1","10-Sep-2009","1.3 KM ABV HWY 50 (SE Random #58)",3436,"13",742187,4216592,"Arkansas","500","33.75","AR2538","Random",44158,"STR","S1","S1","S1","42","Non-USGS","742071_10-Sep-2009"
"71","Multi-purpose","FULL HABITAT","Seine","---",NA,"00:00.0","ARKANSAS R #1","10-Sep-2009","1.3 KM ABV HWY 50 (SE Random #58)",3436,"13",742187,4216592,"Arkansas","500","33.75","AR2538","Random",44158,"RDS","S1","S1","S1","3","Non-USGS","742071_10-Sep-2009"
"72","Multi-purpose","FULL HABITAT","Seine","---",NA,"00:00.0","ARKANSAS R #1","10-Sep-2009","1.3 KM ABV HWY 50 (SE Random #58)",3436,"13",742187,4216592,"Arkansas","500","33.75","AR2538","Random",44158,"SAH","S2","S2","S2","134","Non-USGS","742071_10-Sep-2009"
"73","Multi-purpose","FULL HABITAT","Seine","---",NA,"00:00.0","ARKANSAS R #1","10-Sep-2009","1.3 KM ABV HWY 50 (SE Random #58)",3436,"13",742187,4216592,"Arkansas","500","33.75","AR2538","Random",44158,"PKF","S2","S2","S2","87","Non-USGS","742071_10-Sep-2009"
"74","Multi-purpose","FULL HABITAT","Seine","---",NA,"00:00.0","ARKANSAS R #1","10-Sep-2009","1.3 KM ABV HWY 50 (SE Random #58)",3436,"13",742187,4216592,"Arkansas","500","33.75","AR2538","Random",44158,"STR","S2","S2","S2","82","Non-USGS","742071_10-Sep-2009"
"75","Multi-purpose","FULL HABITAT","Seine","---",NA,"00:00.0","ARKANSAS R #1","10-Sep-2009","1.3 KM ABV HWY 50 (SE Random #58)",3436,"13",742187,4216592,"Arkansas","500","33.75","AR2538","Random",44158,"RDS","S2","S2","S2","13","Non-USGS","742071_10-Sep-2009"
"76","Multi-purpose","FULL HABITAT","Seine","---",NA,"00:00.0","ARKANSAS R #1","10-Sep-2009","1.3 KM ABV HWY 50 (SE Random #58)",3436,"13",742187,4216592,"Arkansas","500","33.75","AR2538","Random",44158,"MSQ","S2","S2","S2","1","Non-USGS","742071_10-Sep-2009"
"77","Multi-purpose","FULL HABITAT","Seine","---",NA,"00:00.0","ARKANSAS R #1","10-Sep-2009","1.3 KM ABV HWY 50 (SE Random #58)",3436,"13",742187,4216592,"Arkansas","500","33.75","AR2538","Random",44158,"CCF","S2","S2","S2","1","Non-USGS","742071_10-Sep-2009"
"78","Multi-purpose","FULL HABITAT","Seine","---",NA,"00:00.0","ARKANSAS R #1","10-Sep-2009","1.3 KM ABV HWY 50 (SE Random #58)",3436,"13",742187,4216592,"Arkansas","500","33.75","AR2538","Random",44158,"PKF","S3","S3","S3","27","Non-USGS","742071_10-Sep-2009"
"79","Multi-purpose","FULL HABITAT","Seine","---",NA,"00:00.0","ARKANSAS R #1","10-Sep-2009","1.3 KM ABV HWY 50 (SE Random #58)",3436,"13",742187,4216592,"Arkansas","500","33.75","AR2538","Random",44158,"STR","S3","S3","S3","23","Non-USGS","742071_10-Sep-2009"
"80","Multi-purpose","FULL HABITAT","Seine","---",NA,"00:00.0","ARKANSAS R #1","10-Sep-2009","1.3 KM ABV HWY 50 (SE Random #58)",3436,"13",742187,4216592,"Arkansas","500","33.75","AR2538","Random",44158,"RDS","S3","S3","S3","21","Non-USGS","742071_10-Sep-2009"
"81","Multi-purpose","FULL HABITAT","Seine","---",NA,"00:00.0","ARKANSAS R #1","10-Sep-2009","1.3 KM ABV HWY 50 (SE Random #58)",3436,"13",742187,4216592,"Arkansas","500","33.75","AR2538","Random",44158,"MSQ","S3","S3","S3","1","Non-USGS","742071_10-Sep-2009"
"82","Multi-purpose","FULL HABITAT","Seine","---",NA,"00:00.0","ARKANSAS R #1","10-Sep-2009","1.3 KM ABV HWY 50 (SE Random #58)",3436,"13",742187,4216592,"Arkansas","500","33.75","AR2538","Random",44158,"SAH","S3","S3","S3","38","Non-USGS","742071_10-Sep-2009"
"83","Multi-purpose","FULL HABITAT","EF & SEINE","---",NA,"00:00.0","ARKANSAS R #2A","7-Oct-2008","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655987,4216392,"Arkansas","164","80.97","AR0209","---",44256,"CCF","E1","E1","E1","91","Non-USGS","655995_7-Oct-2008"
"84","Multi-purpose","FULL HABITAT","EF & SEINE","---",NA,"00:00.0","ARKANSAS R #2A","7-Oct-2008","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655987,4216392,"Arkansas","164","80.97","AR0209","---",44256,"FHC","E1","E1","E1","53","Non-USGS","655995_7-Oct-2008"
"85","Multi-purpose","FULL HABITAT","EF & SEINE","---",NA,"00:00.0","ARKANSAS R #2A","7-Oct-2008","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655987,4216392,"Arkansas","164","80.97","AR0209","---",44256,"DRM","E1","E1","E1","23","Non-USGS","655995_7-Oct-2008"
"86","Multi-purpose","FULL HABITAT","EF & SEINE","---",NA,"00:00.0","ARKANSAS R #2A","7-Oct-2008","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655987,4216392,"Arkansas","164","80.97","AR0209","---",44256,"RDS","E1","E1","E1","19","Non-USGS","655995_7-Oct-2008"
"87","Multi-purpose","FULL HABITAT","EF & SEINE","---",NA,"00:00.0","ARKANSAS R #2A","7-Oct-2008","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655987,4216392,"Arkansas","164","80.97","AR0209","---",44256,"SMM","E1","E1","E1","19","Non-USGS","655995_7-Oct-2008"
"88","Multi-purpose","FULL HABITAT","EF & SEINE","---",NA,"00:00.0","ARKANSAS R #2A","7-Oct-2008","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655987,4216392,"Arkansas","164","80.97","AR0209","---",44256,"SNF","E1","E1","E1","11","Non-USGS","655995_7-Oct-2008"
"89","Multi-purpose","FULL HABITAT","EF & SEINE","---",NA,"00:00.0","ARKANSAS R #2A","7-Oct-2008","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655987,4216392,"Arkansas","164","80.97","AR0209","---",44256,"SAH","E1","E1","E1","8","Non-USGS","655995_7-Oct-2008"
"90","Multi-purpose","FULL HABITAT","EF & SEINE","---",NA,"00:00.0","ARKANSAS R #2A","7-Oct-2008","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655987,4216392,"Arkansas","164","80.97","AR0209","---",44256,"FMW","E1","E1","E1","7","Non-USGS","655995_7-Oct-2008"
"91","Multi-purpose","FULL HABITAT","EF & SEINE","---",NA,"00:00.0","ARKANSAS R #2A","7-Oct-2008","60 M N HWY 50 Bridge N Of Las Animas",3889,"13",655987,4216392,"Arkansas","164","80.97","AR0209","---",44256,"BBH","E1","E1","E1","4","Non-USGS","655995_7-Oct-2008"
